66895,3811,4008,1916,3938,
66899,3804,4000,2151,3942,
66900,3798,3998,2308,3951,
66901,3810,4007,2619,3973,
66907,3851,4010,2606,3971,
66908,3845,4008,2602,3968,
66909,3841,4006,2596,3959,
66914,3815,4005,2205,3938,
66915,3798,3993,2336,3946,
66916,3794,3995,2416,3951,
66917,3799,3999,2656,3977,
66923,3854,4010,2616,3974,
66924,3852,4009,2611,3971,
66925,3843,4007,2603,3971,
66930,3818,4003,2247,3940,
66931,3795,3994,2359,3944,
66932,3791,3995,2424,3951,
66933,3797,3997,2665,3978,
66938,3853,4010,2631,3974,
66939,3855,4009,2624,3970,
66940,3853,4009,2618,3970,
66941,3845,4012,2346,3946,
66947,3796,3996,2402,3950,
66948,3791,3997,2448,3948,
66949,3793,3996,2478,3953,
66954,3861,4011,2449,3959,
66955,3852,4010,2519,3966,
66956,3852,4009,2558,3964,
66957,3850,4007,2673,3955,
66962,3803,3999,2580,3952,
66963,3795,3994,2548,3952,
66965,3798,3995,2535,3951,
66966,3845,4012,2360,3956,
66971,3843,4007,2460,4008,
66974,3868,4011,2418,3958,
66975,3844,4006,2485,3957,
66976,3832,4005,2518,3953,
66977,3814,4015,2263,3945,
66983,3797,4000,2349,3951,
66984,3802,4000,2429,3954,
66985,3816,4002,2484,4012,
66990,3867,4012,2430,3958,
66991,3850,4006,2496,3957,
66992,3840,4006,2532,3958,
66993,3828,3825,2622,3948,
66999,3789,4006,2509,3954,
67000,3801,3998,2513,3954,
67001,3808,4001,2531,4008,
67006,3862,4012,2373,3954,
67007,3847,4008,2467,3956,
67008,3840,4004,2516,3958,
67009,3837,4004,2657,3961,
67014,3801,3996,2579,3955,
67015,3799,3997,2556,3952,
67017,3802,3999,2550,3958,
67018,3862,4014,2326,3954,
67023,3849,4008,2440,3961,
67024,3847,4006,2509,3957,
67025,3838,4006,2540,4001,
67030,3817,4002,2340,3944,
67031,3794,3995,2414,3950,
67032,3795,3995,2465,3952,
67033,3798,3999,2722,3969,
67038,3844,4008,2666,3975,
67039,3848,4008,2642,3976,
67040,3850,4007,2631,3972,
67042,3802,4006,2360,3946,
67047,3796,3995,2418,3951,
67048,3799,3995,2462,3950,
67049,3794,3998,2493,4001,
67054,3858,4011,2481,3958,
67055,3853,4010,2539,3971,
67056,3850,4009,2573,3962,
67057,3847,4013,2349,3946,
67063,3800,3996,2411,3946,
67064,3793,3992,2455,3947,
67065,3793,3995,2480,3953,
67070,3847,4011,2455,3960,
67071,3841,4009,2519,3972,
67072,3849,4007,2564,3964,
67073,3851,4009,2588,4004,
67078,3830,4005,2223,3943,
67079,3801,3993,2349,3944,
67080,3790,3994,2419,3949,
67081,3792,4004,2594,3964,
67087,3842,4009,2587,3974,
67088,3845,4008,2598,3972,
67089,3851,4007,2612,3974,
67094,3836,4006,2291,3946,
67095,3808,4000,2373,3948,
67096,3799,3997,2429,3944,
67097,3791,3993,2621,3966,
67103,3831,4004,2597,3969,
