59,4095,4018,1712,3896,
60,4095,3999,2146,3912,
61,4095,4003,2366,3924,
62,4095,4008,25194,3930,
63,4095,4008,2624,3933,
64,4095,4010,2693,3936,
66,4095,4016,2646,3935,
67,4095,4010,2707,3937,
68,4095,4011,2746,3938,
69,4095,4011,2716,3938,
70,4095,4011,2746,3938,
71,4095,4011,2772,3939,
72,4095,4012,2791,3940,
73,4095,4014,2748,3939,
75,4095,4012,2772,3940,
76,4095,4012,2792,3940,
77,4095,4011,2804,3956,
78,4095,4015,2758,3939,
79,4095,4012,2782,3940,
80,4095,4012,2798,3941,
81,4095,4012,2779,3941,
82,4095,4012,2789,3940,
83,4095,4011,2800,3941,
84,4095,4012,2809,3941,
85,4095,4010,2797,3941,
86,4095,4012,2800,3941,
88,4095,4011,2808,3940,
89,4095,4012,2814,3941,
90,4095,4015,2761,3940,
91,4095,4012,2783,3940,
92,4095,4012,2799,3941,
93,4095,4012,2767,3941,
94,4095,4012,2781,3941,
95,4095,4012,2797,3941,
96,4095,4012,2809,3942,
97,4095,4008,2782,3940,
99,4095,4016,2725,3938,
100,4095,4012,2760,3939,
101,4095,4012,2785,3954,
102,4095,4015,2754,3939,
103,4095,4012,2781,3940,
104,4094,4012,2798,3939,
105,4095,4007,2760,3940,
106,4095,4012,2780,3940,
107,4095,4011,2796,3942,
108,4095,4012,2808,3941,
110,4095,4014,2765,3940,
111,4095,4012,2789,3941,
112,4095,4012,2805,3940,
113,4095,4012,2816,3951,
114,4095,4014,2783,3940,
115,4095,4012,2800,3941,
116,4095,4012,2811,3943,
117,4095,4013,2805,3942,
118,4095,4012,2808,3942,
119,4095,4012,2815,3941,
120,4095,4012,2821,3942,
121,4095,4010,2807,3941,
122,4095,4012,2814,3941,
123,4095,4012,2820,3942,
125,4095,4012,2824,3941,
126,4095,4015,2778,3941,
127,4095,4012,2797,3940,
128,4095,4011,2810,3941,
129,4095,4012,2818,3957,
130,4095,4015,2769,3941,
131,4095,4012,2790,3941,
132,4095,4012,2804,3941,
133,4095,4007,2763,3939,
134,4095,4012,2784,3940,
135,4095,4012,2801,3941,
137,4095,4012,2813,3941,
138,4095,4015,2745,3940,
139,4095,4011,2774,3941,
140,4095,4012,2794,3941,
141,4095,4012,2761,3942,
142,4095,4013,2776,3940,
143,4095,4012,2797,3941,
144,4095,4012,2809,3941,
145,4095,4014,2754,3940,
147,4095,4012,2780,3941,
148,4095,4012,2799,3940,
149,4095,4012,2810,3961,
150,4095,4015,2761,3940,
151,4095,4011,2787,3941,
152,4095,4012,2804,3941,
153,4095,4012,2790,3942,
154,4095,4012,2799,3941,
155,4095,4011,2811,3942,
156,4095,4012,2818,3943,
157,4095,4010,2812,3942,
158,4095,4013,2814,3942,
160,4095,4012,2820,3943,
161,4094,4012,2822,3942,
162,4095,4015,2774,3941,
163,4095,4012,2793,3941,
164,4094,4012,2807,3941,
165,4095,4012,2816,3944,
166,4095,4013,2809,3941,
167,4095,4012,2817,3942,
168,4095,4012,2823,3943,
169,4095,4013,2818,3942,
170,4095,4012,2817,3942,
171,4095,4013,2823,3943,
172,4095,4012,2826,3942,
173,4095,4010,2814,3942,
174,4095,4012,2817,3943,
176,4095,4012,2823,3943,
177,4094,4012,2827,3943,
178,4094,4016,2782,3941,
179,4095,4012,2802,3942,
180,4095,4012,2815,3941,
181,4095,4012,2824,3947,
182,4095,4014,2808,3942,
183,4095,4012,2816,3941,
184,4095,4012,2822,3943,
185,4095,4013,2812,3943,
186,4095,4013,2813,3943,
187,4095,4012,2820,3943,
188,4095,4013,2824,3942,
189,4095,4011,2816,3943,
190,4095,4012,2821,3943,
191,4095,4013,2825,3943,
193,4095,4013,2829,3944,
194,4095,4016,2767,3941,
195,4094,4012,2789,3941,
196,4095,4012,2805,3942,
197,4095,4012,2776,3943,
198,4095,4012,2735,3941,
199,4095,4012,2763,3940,
200,4095,4011,2779,3941,
202,4095,4015,2738,3940,
203,4095,4012,2771,3941,
204,4095,4012,2793,3941,
205,4095,4012,2808,3944,
206,4095,4014,2798,3941,
207,4095,4013,2811,3942,
208,4095,4012,2821,3943,
209,4095,4013,2818,3944,
210,4095,4013,2818,3942,
211,4095,4013,2823,3944,
212,4095,4012,2825,3943,
213,4095,4010,2812,3943,
214,4095,4012,2814,3942,
216,4095,4012,2821,3943,
217,4095,4013,2829,3942,
218,4095,4015,2785,3942,
219,4095,4012,2804,3943,
220,4095,4013,2815,3943,
221,4095,4012,2818,3946,
222,4095,4013,2805,3942,
223,4095,4012,2813,3942,
224,4095,4012,2822,3943,
225,4095,4014,2815,3943,
226,4095,4013,2815,3942,
227,4095,4013,2821,3943,
228,4095,4012,2826,3942,
229,4095,4011,2815,3943,
230,4095,4012,2817,3943,
232,4095,4013,2821,3943,
233,4095,4012,2827,3943,
234,4095,4015,2782,3942,
235,4095,4012,2802,3942,
236,4095,4012,2814,3942,
237,4095,4012,2820,3954,
238,4095,4014,2781,3942,
239,4095,4012,2798,3941,
240,4095,4012,2810,3942,
241,4095,4007,2768,3940,
242,4095,4012,2787,3941,
243,4095,4012,2804,3942,
245,4095,4012,2814,3942,
246,4095,4015,2771,3940,
247,4095,4011,2793,3941,
248,4095,4012,2808,3941,
249,4095,4012,2818,3949,
250,4095,4014,2792,3941,
251,4095,4012,2807,3942,
252,4095,4012,2816,3942,
253,4095,4013,2810,3943,
254,4095,4013,2811,3943,
255,4095,4012,2810,3943,
256,4095,4012,2814,3942,
257,4095,4014,2747,3941,
259,4095,4011,2770,3941,
260,4095,4012,2790,3941,
261,4095,4011,2803,3959,
262,4095,4015,2767,3941,
263,4095,4011,2790,3941,
264,4095,4011,2805,3942,
265,4095,4008,2769,3941,
266,4095,4012,2787,3941,
267,4095,4012,2802,3941,
268,4095,4012,2812,3943,
270,4095,4015,2767,3941,
271,4095,4012,2788,3942,
272,4095,4011,2802,3943,
273,4095,4011,2813,3953,
274,4095,4014,2781,3941,
275,4095,4012,2800,3941,
276,4095,4012,2810,3942,
277,4095,4012,2807,3942,
278,4095,4012,2808,3942,
279,4095,4012,2816,3943,
280,4095,4012,2820,3943,
281,4095,4010,2813,3942,
282,4095,4011,2815,3942,
283,4095,4012,2817,3942,
285,4095,4012,2820,3942,
286,4095,4015,2776,3940,
287,4095,4011,2795,3941,
288,4095,4012,2809,3942,
289,4095,4012,2817,3946,
290,4095,4013,2804,3942,
291,4095,4011,2813,3942,
292,4095,4012,2818,3943,
293,4095,4012,2810,3943,
294,4095,4012,2811,3942,
295,4095,4012,2818,3942,
296,4095,4012,2823,3942,
297,4094,4010,2806,3943,
298,4095,4012,2783,3943,
300,4095,4012,2793,3942,
301,4095,4012,2807,3942,
302,4095,4013,2793,3941,
303,4095,4012,2805,3941,
304,4095,4013,2815,3941,
305,4095,4012,2782,3943,
306,4095,4012,2789,3941,
307,4095,4012,2805,3941,
308,4095,4012,2815,3941,
309,4095,4009,2783,3941,
310,4095,4012,2796,3944,
312,4095,4013,2797,3939,
313,4095,4011,2810,3942,
314,4095,4015,2775,3941,
315,4095,4011,2795,3941,
316,4095,4012,2805,3942,
317,4095,4012,2818,3945,
318,4095,4013,2806,3942,
319,4095,4012,2813,3942,
320,4095,4013,2819,3942,
321,4095,4013,2812,3943,
322,4095,4012,2809,3942,
323,4095,4012,2814,3942,
324,4095,4012,2820,3942,
325,4095,4013,2775,3942,
327,4095,4012,2792,3942,
328,4095,4012,2805,3941,
329,4095,4012,2815,3956,
330,4095,4015,2772,3941,
331,4095,4012,2794,3941,
332,4095,4012,2809,3941,
333,4095,4012,2779,3940,
334,4095,4012,2793,3940,
335,4095,4012,2805,3941,
336,4095,4012,2815,3941,
337,4095,4010,2804,3941,
338,4095,4013,2809,3941,
340,4095,4012,2816,3942,
341,4095,4012,2821,3941,
342,4094,4015,2776,3940,
343,4095,4012,2793,3940,
344,4095,4012,2806,3941,
345,4095,4012,2816,3947,
346,4095,4014,2797,3940,
347,4095,4012,2807,3942,
348,4095,4012,2812,3941,
349,4095,4013,2806,3942,
350,4095,4012,2808,3942,
351,4095,4012,2813,3942,
352,4095,4012,2817,3943,
353,4095,4010,2806,3943,
354,4095,4012,2810,3943,
356,4095,4012,2816,3944,
357,4095,4012,2820,3943,
358,4095,4015,2773,3942,
359,4095,4011,2792,3941,
360,4095,4012,2803,3942,
361,4095,4011,2811,3949,
362,4095,4013,2788,3941,
363,4095,4011,2800,3942,
364,4095,4012,2809,3942,
365,4095,4013,2802,3943,
366,4095,4012,2794,3940,
367,4095,4012,2802,3941,
368,4095,4012,2809,3942,
369,4095,4011,2805,3943,
