12933,3875,4012,1469,3352,321,1473,2048
12947,3870,4009,1469,3352,-6784,3905,5440
12961,3873,4011,1475,3352,-4607,2688,2881
12975,3874,4011,1474,3353,4289,1665,-512
12989,3869,4008,1470,3352,-3199,-3839,-6208
13003,3874,4012,1474,3354,1345,7104,5312
13018,3873,4010,1476,3351,-5951,-1664,6016
13032,3870,4011,1473,3352,4993,-256,7936
13047,3873,4012,1477,3352,449,-2816,7488
13062,3875,4010,1475,3354,-4864,577,1984
13076,3872,4011,1477,3352,-4031,-960,4928
13090,3872,4010,1476,3353,6977,0,4096
13104,3866,4009,1470,3352,-1984,1,5312
13119,3870,4011,1475,3352,-5312,-1792,-7360
13134,3873,4012,1476,3355,-2880,-2688,-7296
13147,3873,4010,1476,3353,-2176,-3776,-7168
13162,3875,4010,1477,3351,-4416,-2688,-4160
13176,3870,4010,1474,3353,6465,-2752,-4800
13190,3877,4010,1477,3354,-1536,-4928,4544
13205,3869,4012,1474,3352,6209,449,5952
13219,3825,3999,2211,3353,2881,-1856,4480
13233,3789,4003,2250,3351,-3520,3265,-6848
13246,3817,4001,2162,3350,6592,-6720,1280
13260,3829,4003,2103,3352,0,2113,-2496
13274,3849,4003,1995,3353,6528,-4608,-6336
13287,3778,3978,2378,3354,7232,-6464,-6976
13301,3827,4000,2270,3354,-3264,-2752,-5952
13314,3839,4003,2060,3353,-64,-3328,3840
13327,3827,4004,2052,3351,449,-4544,-6784
13341,3836,4005,2036,3354,-7680,-3648,7744
13354,3823,4001,2121,3352,-1856,-1536,7872
13368,3776,3978,2387,3351,-7104,-3520,-7168
13381,3818,3999,2273,3352,-3328,-3008,-6528
13395,3827,4004,2135,3354,-4288,-5440,-6976
13408,3796,3992,2285,3352,-7168,-6656,-7872
13422,3828,4002,2125,3352,1857,129,-6080
13435,3822,4003,2150,3353,-4416,-2048,3904
13449,3812,4005,2148,3352,-3200,-4288,8064
13462,3843,4003,2055,3350,-7360,-1280,-7872
13476,3796,3994,2303,3352,-2944,-1472,7680
13489,3827,4003,2129,3353,-7296,8064,-6336
13503,3805,3996,2335,3352,-3136,-1088,-6528
13516,3822,3999,2289,3351,8128,-2816,-5952
13530,3811,3997,2233,3351,6912,-3456,7168
13543,3813,4001,2180,3350,-1600,-128,6976
13557,3773,3976,2353,3352,-1216,-3392,4800
13570,3839,4002,2043,3354,-6592,-3008,-7232
13584,3761,3972,2390,3353,-5312,-832,-6208
13597,3814,3998,2314,3352,-6528,-768,5760
13611,3805,3995,2271,3352,-3840,-5312,-8064
13624,3845,4004,2081,3353,-1280,-896,-5760
13638,3835,4004,2122,3353,-5824,-6464,-6144
13651,3832,4002,2081,3355,4033,-2240,-6080
13665,3832,4006,2039,3354,5185,-6848,-4096
13678,3807,3991,2288,3351,-5952,8000,-192
13692,3786,3988,2312,3353,-6528,-1728,5056
13705,3833,4004,2085,3355,6976,-2816,-8000
13719,3828,4003,2103,3355,-4544,-6464,-704
13732,3830,4004,2115,3355,-1792,-7296,0
13746,3814,3998,2293,3353,-4992,7488,-7743
13759,3829,4001,2209,3354,1984,-64,-3775
13773,3788,3988,2260,3352,-1855,6720,2177
13786,3811,3993,2191,3351,5569,-4032,5825
13800,3828,4001,2222,3351,4352,-63,-7104
13813,3822,4003,2114,3351,1409,-6848,7873
13827,3834,4003,2069,3352,7168,833,6080
13840,3818,4001,2164,3350,-7744,-5439,1600
13854,3847,4003,2081,3353,-766,4416,-2879
13867,3832,4003,2099,3354,-2879,4673,1281
13881,3759,3980,2301,3356,-1280,-1536,7488
13903,3841,4003,2172,3352,3393,5568,2625
13916,3832,3999,2228,3354,960,7104,7873
13930,3835,4001,2114,3353,-1664,-3648,2945
13943,3783,3988,2358,3354,-320,0,-6847
13957,3807,3999,2170,3354,-7616,-2496,-7423
13970,3792,3981,2363,3350,1984,8064,-1024
13983,3819,4000,2178,3353,2944,5568,3649
13997,3783,4001,2272,3352,-1536,-3840,-1983
14010,3807,4001,2193,3354,-3520,-6912,7297
14024,3801,3995,2266,3352,6144,7616,3073
14037,3828,4001,2147,3353,-3520,1665,-7296
14051,3827,4004,2124,3356,-3136,-6848,-4800
14064,3849,4004,1802,3355,6336,-6016,-1984
14078,3840,4004,2055,3354,4096,7872,-2944
14092,3825,4004,2111,3353,-6336,-7936,-320
14105,3840,4001,2082,3354,705,-4735,8000
14119,3802,3993,2257,3352,-8128,8064,-7168
14132,3805,4000,2202,3351,-704,-3136,7680
14146,3836,4002,2073,3353,-3008,-3136,6656
14159,3832,4002,2102,3350,705,8128,8192
14173,3829,4006,2052,3352,-2304,-4800,-5056
14187,3789,3983,2357,3351,-640,1985,6016
14200,3819,3998,2227,3352,-3263,-6784,-4416
14213,3830,3999,2228,3352,2752,3457,-5440
14227,3808,4000,2157,3354,-5696,-960,-3648
14240,3814,4001,2163,3353,-4928,4417,64
14254,3833,4003,2069,3351,-1920,3648,3457
14267,3758,3960,2406,3350,-3776,-4096,833
14281,3817,3997,2215,3353,-3712,6080,-1920
14294,3809,3995,2163,3352,-1216,-6016,-1216
14308,3832,4001,2066,3352,-640,-5568,-1856
14321,3834,4003,2233,3353,-6016,3904,4225
14335,3817,3995,2227,3350,6784,7296,-1536
14348,3794,3985,2320,3353,-3392,-3327,2112
14362,3794,3988,2356,3354,-3648,-5440,-2368
14375,3812,3995,2248,3352,-2624,-4736,1793
14389,3830,4006,2039,3354,-2176,3072,-7487
14402,3826,4003,2069,3354,5760,3712,129
14416,3828,4003,2128,3356,-4160,2368,-5440
14429,3812,3999,2286,3354,640,-7552,-3968
14443,3798,3988,2301,3353,-3072,4737,3136
14456,3779,3979,2375,3354,6912,2305,-4864
14470,3840,4004,2016,3356,1985,-3456,576
14483,3833,4002,2059,3354,1,-2624,5824
14497,3787,3983,2269,3355,6784,6721,5824
14510,3799,4004,2215,3355,-6592,6656,7681
14524,3833,4004,2062,3355,6976,4800,2049
14537,3847,4006,1852,3353,-642,-7808,-7040
14552,3822,4000,2196,3352,4481,512,-3647
14566,3840,4004,2116,3355,-7999,5697,4801
14579,3827,3997,2207,3352,-6528,-1088,-256
14593,3841,4003,2155,3354,-2048,-2176,1344
14606,3806,3994,2253,3352,-5183,-1088,576
14620,3811,4000,2182,3353,-2240,-3456,-1152
14633,3818,4003,2195,3355,-1600,-3712,-4544
14647,3811,3999,2169,3354,-2880,-4416,-832
14660,3800,3996,2271,3355,-831,-5760,-5184
14673,3822,4003,2130,3354,6080,-3520,6592
14687,3822,4000,2219,3355,3712,3905,2112
14700,3802,3993,2302,3353,-3392,7553,4928
14714,3788,3987,2317,3355,-2560,2817,-1408
14727,3843,4001,2174,3353,-1984,4289,-4800
14741,3796,3998,2256,3356,-1599,-6463,-640
14754,3832,4000,2190,3354,-960,-832,7744
14768,3806,4000,2206,3353,-2048,-3392,7296
14781,3809,3998,2292,3351,4353,-4032,-4928
14795,3817,3994,2216,3353,6656,-2560,-6784
14808,3835,4004,2073,3355,2433,-2048,-8000
14822,3831,4000,2223,3355,-6272,2113,384
14835,3833,4001,2228,3356,-6144,-2880,-5888
14849,3828,4007,2068,3355,-1472,-4288,7488
14862,3856,4003,1931,3356,7488,-6528,-5376
14876,3796,3992,2296,3354,-4543,3713,448
14889,3828,4000,2274,3355,-3072,-3008,3904
14903,3822,4001,2171,3352,1,2305,2944
14916,3788,3983,2324,3357,1728,3073,3072
14930,3845,4002,1960,3354,-5696,-4352,-5504
14943,3835,4001,2024,3356,-7104,-5504,-6720
14957,3781,3982,2388,3355,5632,-4352,-6976
14970,3795,3983,2328,3356,-4992,-2304,-4608
14984,3803,3995,2280,3356,7936,-3392,2624
14997,3802,3994,2288,3356,-5504,-5440,-6336
15011,3868,4011,1511,3356,3456,-5952,4992
15025,3777,3997,2310,3353,-3776,-768,5248
15038,3790,3984,2359,3356,-6400,-1600,3584
15052,3803,4001,2201,3355,-2752,-1408,-3712
